category,nominee,artist,workers,name,year,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,decade,duration_s
Best Short Form Music Video,Take Me Out,['Franz Ferdinand'],"Jonas Odell, video director; Julia Parfitt, video producer",Take Me Out,2004,49.4,0.0423,27.800000000000004,237027,67.6,0.0899,13.6,-882.1,74,3.71,104.545,2000,237.027
Best Rock Performance By A Duo Or Group With Vocal,Take Me Out,['Franz Ferdinand'],,Take Me Out,2004,49.4,0.0423,27.800000000000004,237027,67.6,0.0899,13.6,-882.1,74,3.71,104.545,2000,237.027
Best Short Form Music Video,American Idiot,['Green Day'],"Samuel Bayer, video director; Tim Lynch, video producer",American Idiot,2004,76.9,0.00264,38.0,176346,98.8,0.0078599999999999,36.8,-204.2,79,6.39,186.113,2000,176.346
Best Short Form Music Video,American Idiot,['Green Day'],"Samuel Bayer, video director; Tim Lynch, video producer",American Idiot,2004,81.0,0.0025299999999999,38.1,174320,98.4,0.0069099999999999,27.0,-242.0,61,6.38,186.081,2000,174.32
Best Rock Song,American Idiot,['Green Day'],,American Idiot,2004,76.9,0.00264,38.0,176346,98.8,0.0078599999999999,36.8,-204.2,79,6.39,186.113,2000,176.346
Best Rock Song,American Idiot,['Green Day'],,American Idiot,2004,81.0,0.0025299999999999,38.1,174320,98.4,0.0069099999999999,27.0,-242.0,61,6.38,186.081,2000,174.32
Best Rock Performance By A Duo Or Group With Vocal,American Idiot,['Green Day'],,American Idiot,2004,76.9,0.00264,38.0,176346,98.8,0.0078599999999999,36.8,-204.2,79,6.39,186.113,2000,176.346
Best Rock Performance By A Duo Or Group With Vocal,American Idiot,['Green Day'],,American Idiot,2004,81.0,0.0025299999999999,38.1,174320,98.4,0.0069099999999999,27.0,-242.0,61,6.38,186.081,2000,174.32
Best R&B Song,My Boo,"['Usher', 'Alicia Keys']",,My Boo,2004,67.6,25.7,66.2,223440,50.7,0.0,4.65,-823.8,80,11.8,86.412,2000,223.44
Best R&B Performance By A Duo Or Group With Vocals,My Boo,"['Usher', 'Alicia Keys']",,My Boo,2004,67.6,25.7,66.2,223440,50.7,0.0,4.65,-823.8,80,11.8,86.412,2000,223.44
Best Female R&B Vocal Performance,Whatever,['Jill Scott'],,Whatever,2004,74.1,12.8,66.9,266693,55.7,0.0516999999999999,17.599999999999998,-845.1,37,27.4,170.093,2000,266.693
Best Rock Song,Float On,['Modest Mouse'],,Float On,2004,55.3,1.3,64.9,208467,88.8,0.0002229999999999,8.88,-480.7000000000001,70,2.93,100.975,2000,208.467
Best Rock Song,Somebody Told Me,['The Killers'],,Somebody Told Me,2004,64.7,0.00805,50.9,197160,98.7,0.0928,11.9,-319.8,67,8.86,138.039,2000,197.16
Best Rock Song,Somebody Told Me,['The Killers'],,Somebody Told Me,2004,68.9,0.00904,49.70000000000001,197200,97.0,0.0674,10.1,-485.1,73,8.36,138.08100000000002,2000,197.2
Best Rock Performance By A Duo Or Group With Vocal,Somebody Told Me,['The Killers'],,Somebody Told Me,2004,64.7,0.00805,50.9,197160,98.7,0.0928,11.9,-319.8,67,8.86,138.039,2000,197.16
Best Rock Performance By A Duo Or Group With Vocal,Somebody Told Me,['The Killers'],,Somebody Told Me,2004,68.9,0.00904,49.70000000000001,197200,97.0,0.0674,10.1,-485.1,73,8.36,138.08100000000002,2000,197.2
Best Short Form Music Video,Walkie Talkie Man,['Steriogram'],"Michel Gondry, video director; Julie Fong, video producer",Walkie Talkie Man,2004,59.3,0.0254,54.79999999999999,133400,93.5,0.0,42.2,-211.2,49,7.75,141.118,2000,133.4
Best Short Form Music Video,Vertigo,['U2'],,Vertigo,2004,63.2,0.0138,41.6,194520,81.9,0.108,12.2,-397.4,51,6.13,140.083,2000,194.52
Best Short Form Music Video,Vertigo,['U2'],,Vertigo,2004,63.2,0.0138,41.6,193520,81.9,0.108,14.7,-397.4,64,6.13,140.083,2000,193.52
Best Rock Song,Vertigo,['U2'],Vertigo,Vertigo,2004,63.2,0.0138,41.6,194520,81.9,0.108,12.2,-397.4,51,6.13,140.083,2000,194.52
Best Rock Song,Vertigo,['U2'],Vertigo,Vertigo,2004,63.2,0.0138,41.6,193520,81.9,0.108,14.7,-397.4,64,6.13,140.083,2000,193.52
Best Rock Performance By A Duo Or Group With Vocal,Vertigo,['U2'],,Vertigo,2004,63.2,0.0138,41.6,194520,81.9,0.108,12.2,-397.4,51,6.13,140.083,2000,194.52
Best Rock Performance By A Duo Or Group With Vocal,Vertigo,['U2'],,Vertigo,2004,63.2,0.0138,41.6,193520,81.9,0.108,14.7,-397.4,64,6.13,140.083,2000,193.52
Best R&B Performance By A Duo Or Group With Vocals,Lose My Breath,"[""Destiny's Child""]",,Lose My Breath,2004,54.50000000000001,0.7270000000000001,81.4,242013,89.9,21.9,9.79,-595.7999999999997,57,6.370000000000001,119.011,2000,242.013
Best Hard Rock Performance,Megalomaniac,['Incubus'],,Megalomaniac,2004,37.1,0.5599999999999999,53.2,294800,94.3,0.0586999999999999,31.7,-454.9,56,5.12,140.042,2000,294.8
Best Hard Rock Performance,Some Kind Of Monster,['Metallica'],,Some Kind Of Monster,2003,64.8,0.0475,33.7,505547,93.8,23.8,18.6,-526.6,40,5.319999999999999,105.377,2000,505.547
Best Hard Rock Performance,Feelin' Way Too Damn Good,['Nickelback'],,Feelin' Way Too Damn Good,2003,39.5,0.0722,51.0,256453,81.8,0.0659,15.1,-562.6,47,4.15,156.05,2000,256.453
Best Hard Rock Performance,Duality,['Slipknot'],,Duality,2004,19.4,0.0237,35.4,252613,98.2,0.0294,20.4,-302.6,77,16.8,143.77200000000005,2000,252.613
Best Hard Rock Performance,Duality,['Slipknot'],,Duality,2004,19.4,0.0237,35.4,252613,98.2,0.0294,20.4,-302.6,44,16.8,143.77200000000005,2000,252.613
Best Hard Rock Performance,Slither,['Velvet Revolver'],,Slither,2004,26.8,0.0266,47.8,248307,97.4,9.84,7.380000000000001,-386.6,65,10.2,141.077,2000,248.307
Best Female R&B Vocal Performance,If I Ain't Got You,['Alicia Keys'],,If I Ain't Got You,2003,16.6,60.3,60.9,228707,44.5,0.000677,10.4,-912.9,79,10.6,118.393,2000,228.707
Song Of The Year,If I Ain't Got You,['Alicia Keys'],,If I Ain't Got You,2003,16.6,60.3,60.9,228707,44.5,0.000677,10.4,-912.9,79,10.6,118.393,2000,228.707
Best R&B Performance By A Duo Or Group With Vocals,Say Yes,['Floetry'],,Say Yes,2002,42.8,21.1,74.7,268373,39.8,0.0001419999999999,11.3,-1293.2,59,7.430000000000001,117.901,2000,268.373
Best R&B Performance By A Duo Or Group With Vocals,Say Yes,['Floetry'],,Say Yes,2002,42.8,21.1,74.7,268373,39.8,0.0001419999999999,11.3,-1293.2,59,7.430000000000001,117.901,2000,268.373
Best Male R&B Vocal Performance,Charlene,['Anthony Hamilton'],,Charlene,2003,45.1,53.6,55.60000000000001,246773,34.599999999999994,0.0,10.6,-980.9,58,31.1,123.869,2000,246.773
Best Metal Performance,Vermilion,['Slipknot'],,Vermilion,2004,14.9,0.421,21.9,316667,98.9,1.5599999999999998,37.5,-296.20000000000005,61,16.0,168.06900000000005,2000,316.667
Best Metal Performance,Vermilion,['Slipknot'],,Vermilion,2004,14.9,0.421,21.9,316667,98.9,1.5599999999999998,37.5,-296.20000000000005,38,16.0,168.06900000000005,2000,316.667
Best Pop Collaboration With Vocals,Here We Go Again,['Paramore'],,Here We Go Again,2005,54.400000000000006,0.00702,50.8,226293,84.8,0.0,13.2,-526.7,53,3.83,120.012,2000,226.293
Best Pop Performance By A Duo Or Group With Vocal,My Immortal,['Evanescence'],,My Immortal,2003,10.1,86.3,19.0,262533,26.5,0.0,13.4,-920.6,74,3.56,79.012,2000,262.533
Best Pop Performance By A Duo Or Group With Vocal,The Reason,['Hoobastank'],,The Reason,2003,6.81,1.29,47.2,232800,67.1,0.0,15.9,-464.9,79,2.9000000000000004,82.95200000000001,2000,232.8
Best Pop Performance By A Duo Or Group With Vocal,The Reason,['Hoobastank'],,The Reason,2010,6.54,1.28,46.7,232707,64.4,0.0,13.6,-567.7,52,2.85,82.915,2010,232.707
Best Pop Performance By A Duo Or Group With Vocal,She Will Be Loved,['Maroon 5'],,She Will Be Loved,2002,54.400000000000006,5.96,70.6,257133,71.3,0.0,13.2,-551.2,73,3.01,102.037,2000,257.133
Best Metal Performance,Live For This,['Hatebreed'],,Live For This,2003,79.6,0.0503,54.1,169827,90.9,0.0,15.2,-379.6,42,7.35,159.72799999999995,2000,169.827
Best Metal Performance,The End Of Heartache,['Killswitch Engage'],,The End of Heartache,2004,22.2,0.0287,46.9,298107,97.6,21.7,6.36,-356.9,62,11.1,124.001,2000,298.107
Best Solo Rock Vocal Performance,Wonderwall,['Ryan Adams'],,Wonderwall,2004,30.1,82.8,32.1,248280,22.0,0.398,8.73,-1260.8,61,3.52,157.037,2000,248.28
Best Solo Rock Vocal Performance,Breathe,['Fabolous'],,Breathe,2004,51.0,34.0,71.3,268960,91.0,0.0,30.4,-558.6,55,28.2,83.02799999999998,2000,268.96
Best Solo Rock Vocal Performance,Breathe,['Fabolous'],,Breathe,2007,51.0,34.0,71.3,268960,91.0,0.0,30.4,-558.6,49,28.2,83.02799999999998,2000,268.96
Best Pop Performance By A Duo Or Group With Vocal,It's My Life,['No Doubt'],,It's My Life,2003,77.1,0.264,60.6,225867,75.0,0.0788,32.1,-453.5,58,3.06,126.316,2000,225.867
Best Male Pop Vocal Performance,You Raise Me Up,['Selah'],,You Raise Me Up,2004,19.1,83.7,23.0,302187,16.89999999999999,0.0,8.84,-1300.0,46,3.56,81.117,2000,302.187
Best Female Pop Vocal Performance,The First Cut Is The Deepest,['Sheryl Crow'],,The First Cut Is The Deepest,2003,67.1,3.74,50.9,227400,70.0,0.0,10.6,-537.2,48,3.3000000000000003,160.003,2000,227.4
Best Female Pop Vocal Performance,The First Cut Is The Deepest,['Sheryl Crow'],,The First Cut Is The Deepest,2003,67.3,1.76,50.1,226200,74.9,0.0,11.4,-453.7,44,2.79,159.817,2000,226.2
Song Of The Year,Dance With My Father,['Luther Vandross'],Dance With My Father,Dance With My Father,2003,23.1,52.5,73.9,266000,34.1,0.00011,7.199999999999999,-997.1,62,3.78,80.958,2000,266.0
Best Male R&B Vocal Performance,Dance With My Father,['Luther Vandross'],,Dance With My Father,2003,23.1,52.5,73.9,266000,34.1,0.00011,7.199999999999999,-997.1,62,3.78,80.958,2000,266.0
Best R&B Song,Dance With My Father,['Luther Vandross'],,Dance With My Father,2003,23.1,52.5,73.9,266000,34.1,0.00011,7.199999999999999,-997.1,62,3.78,80.958,2000,266.0
Best Short Form Music Video,Concrete Angel,['Martina McBride'],"Robert Deaton & George Flanigen IV, video directors; Steve Lamar, video producer",Concrete Angel,2001,27.4,49.8,62.2,253000,39.2,0.0,14.6,-973.7,51,2.53,77.991,2000,253.0
Best Short Form Music Video,Die Another Day,['Madonna'],"Traktor, video directors; Jim Bouvet, video producer",Die Another Day,2003,49.1,6.2,79.2,276360,79.7,0.325,8.959999999999999,-516.6,55,9.01,123.993,2000,276.36
Best Short Form Music Video,The Scientist,['Coldplay'],"Jamie Thraves, video director; Sally Llewelyn, video producer",The Scientist,2002,21.3,73.1,55.7,309600,44.2,0.00146,11.0,-722.4,84,2.43,146.27700000000004,2000,309.6
Best Short Form Music Video,The Scientist,['Coldplay'],"Jamie Thraves, video director; Sally Llewelyn, video producer",The Scientist,2002,20.9,73.7,57.2,311427,41.9,0.0015,11.0,-799.0999999999999,52,2.4,146.409,2000,311.427
Best Female Pop Vocal Performance,I'm With You,['Avril Lavigne'],,I'm with You,2002,20.8,8.0,45.7,223067,40.6,0.0,11.7,-746.2000000000002,70,2.91,151.95,2000,223.067
Best Female Pop Vocal Performance,White Flag,['Dido'],,White Flag,2003,28.4,30.6,50.9,240600,53.79999999999999,0.000503,9.1,-683.5,55,3.790000000000001,170.111,2000,240.6
Best Female Pop Vocal Performance,White Flag,['Dido'],,White Flag,2003,30.2,33.0,51.2,240040,53.1,0.00035,8.110000000000001,-678.9,59,4.02,169.951,2000,240.04
Best Short Form Music Video,Hurt,['Johnny Cash'],,Hurt,2002,16.3,64.9,53.400000000000006,216533,39.2,0.0226999999999999,9.48,-763.6,76,2.67,90.379,2000,216.533
Best Short Form Music Video,Hurt,['Johnny Cash'],,Hurt,2003,14.9,71.9,54.400000000000006,216533,37.8,0.0349999999999999,10.5,-860.7000000000002,59,2.64,91.078,2000,216.533
Best Male Pop Vocal Performance,Keep Me In Your Heart,['Warren Zevon'],,Keep Me in Your Heart,2003,24.4,83.2,42.70000000000001,208027,39.3,0.000154,9.32,-914.2,57,4.18,177.429,2000,208.027
Song Of The Year,Keep Me In Your Heart,['Warren Zevon'],,Keep Me in Your Heart,2003,24.4,83.2,42.70000000000001,208027,39.3,0.000154,9.32,-914.2,57,4.18,177.429,2000,208.027
Best Pop Performance By A Duo Or Group With Vocal,Unwell,['Matchbox Twenty'],,Unwell,2002,42.9,2.98,25.6,228707,78.8,0.0,70.7,-526.3,59,4.03,80.718,2000,228.707
Best Pop Performance By A Duo Or Group With Vocal,Stacy's Mom,['Fountains Of Wayne'],,Stacy's Mom,2003,92.7,0.207,77.4,197987,75.0,0.00178,8.08,-492.69999999999993,74,4.12,118.015,2000,197.987
Best Pop Performance By A Duo Or Group With Vocal,Misunderstood,['Bon Jovi'],,Misunderstood,2002,43.9,1.3299999999999998,48.6,210080,88.3,0.000881,9.24,-420.1,59,5.5,111.046,2000,210.08
Best Female Rock Vocal Performance,Trouble,['P!nk'],,Trouble,2003,84.8,0.822,57.49999999999999,193600,93.3,0.0,24.4,-271.9,58,5.1,135.5,2000,193.6
Best Female Rock Vocal Performance,Righteously,['Lucinda Williams'],,Righteously,2003,65.2,8.02,68.1,278267,48.4,0.369,21.0,-977.5,47,2.51,102.315,2000,278.267
Best Female Rock Vocal Performance,Losing Grip,['Avril Lavigne'],,Losing Grip,2002,58.20000000000001,0.128,53.400000000000006,233760,88.8,0.000615,7.720000000000001,-466.7,59,9.72,158.368,2000,233.76
Best Female Rock Vocal Performance,Are You Happy Now?,['Michelle Branch'],,Are You Happy Now?,2003,71.7,0.3899999999999999,48.4,230760,82.7,0.143,8.76,-532.4,50,4.6,179.56599999999997,2000,230.76
Best Male Rock Vocal Performance,Gravedigger,['Dave Matthews'],,Gravedigger,2003,41.4,33.1,33.1,234213,70.6,0.0002009999999999,10.1,-588.7,41,5.28,170.08900000000003,2000,234.213
Best Hard Rock Performance,Just Because,"[""Jane's Addiction""]",,Just Because,2003,20.9,0.00383,36.9,231853,99.6,14.000000000000002,24.9,-153.1,56,9.31,98.162,2000,231.853
Best Hard Rock Performance,Like A Stone,['Audioslave'],,Like a Stone,2002,51.6,0.7969999999999999,61.4,293960,56.8,0.0,9.97,-547.7,77,2.76,107.849,2000,293.96
Best Metal Performance,St. Anger,['Metallica'],,St. Anger,2003,49.8,0.131,24.9,441133,94.9,2.28,9.53,-264.2,53,6.78,185.252,2000,441.133
Best Metal Performance,Inhale,['Stone Sour'],,Inhale,2002,28.6,0.0306,34.4,265467,80.6,0.00257,35.0,-411.10000000000014,45,3.16,94.366,2000,265.467
Best Female Pop Vocal Performance,Miss Independent,['Kelly Clarkson'],,Miss Independent,2003,61.5,8.61,65.5,214787,62.3,0.0346,6.52,-630.2,57,11.6,175.97299999999996,2000,214.787
Best Male Pop Vocal Performance,Cry Me A River,['Justin Timberlake'],,Cry Me a River,2002,56.49999999999999,57.49999999999999,62.4,288333,65.3,0.0,10.4,-658.2000000000003,74,17.599999999999998,73.884,2000,288.333
Best Male Pop Vocal Performance,Ain't No Mountain High Enough,['Michael McDonald'],,Ain't No Mountain High Enough,2003,84.8,1.26,72.2,169867,77.7,0.0,8.4,-606.4,40,3.15,119.969,2000,169.867
Best Pop Performance By A Duo Or Group With Vocal,Underneath It All,"['Lady Saw', 'No Doubt']",,Underneath It All,2001,83.8,23.5,72.9,302720,73.1,0.000135,39.1,-482.30000000000007,59,6.819999999999999,138.204,2000,302.72
Best Pop Performance By A Duo Or Group With Vocal,Underneath It All,"['Lady Saw', 'No Doubt']",,Underneath It All,2003,86.7,22.2,73.0,302040,73.8,0.0,39.1,-458.3,45,7.359999999999999,138.208,2000,302.04
Best Rock Song,Calling All Angels,['Train'],,Calling All Angels,2003,52.900000000000006,7.46,45.4,242200,83.9,0.0,27.9,-536.8,59,4.41,166.166,2000,242.2
Best Rock Performance By A Duo Or Group With Vocal,Calling All Angels,['Train'],,Calling All Angels,2003,52.900000000000006,7.46,45.4,242200,83.9,0.0,27.9,-536.8,59,4.41,166.166,2000,242.2
Best Pop Instrumental Performance,The Nutcracker Suite,['The Brian Setzer Orchestra'],,The Nutcracker Suite,2002,25.8,45.7,48.3,431867,45.2,4.390000000000001,4.77,-935.5,42,4.93,119.969,2000,431.867
Best Rock Performance By A Duo Or Group With Vocal,Times Like These,['Jack Johnson'],,Times Like These,2003,64.5,58.5,82.5,141933,45.9,7.920000000000001,8.76,-700.1,60,9.55,142.928,2000,141.933
Best Hard Rock Performance,Bring Me To Life,['Evanescence'],,Bring Me To Life,2003,29.6,0.72099999999999,33.1,235893,94.3,0.000206,24.2,-318.8,80,6.98,94.612,2000,235.893
Best Rock Song,Bring Me To Life,['Evanescence'],,Bring Me To Life,2003,29.6,0.72099999999999,33.1,235893,94.3,0.000206,24.2,-318.8,80,6.98,94.612,2000,235.893
Best Female R&B Vocal Performance,Back In The Day,['Erykah Badu'],,Back In The Day,2003,52.400000000000006,19.1,74.4,286920,54.79999999999999,2.32,18.6,-924.5,49,10.4,91.845,2000,286.92
Best Female R&B Vocal Performance,Rain On Me,['Ashanti'],,Rain On Me,2003,50.9,34.300000000000004,60.6,297960,69.9,0.0001889999999999,7.57,-310.3,49,3.37,83.70100000000002,2000,297.96
Best Hard Rock Performance,Straight Out Of Line,['Godsmack'],,Straight Out Of Line,2003,37.20000000000001,0.0184,24.5,259133,96.0,0.268,7.180000000000001,-471.8999999999999,46,17.5,184.042,2000,259.133
Best Hard Rock Performance,Straight Out Of Line,['Godsmack'],,Straight Out Of Line,2007,37.5,0.0186999999999999,37.4,259507,95.9,0.206,8.1,-469.5,44,14.000000000000002,183.659,2000,259.507
Best Male R&B Vocal Performance,How You Gonna Act Like That,['Tyrese'],,How You Gonna Act Like That,2002,52.5,10.7,73.3,294693,52.1,0.0,6.92,-365.7,61,4.569999999999999,112.913,2000,294.693
Best Male R&B Vocal Performance,How You Gonna Act Like That,['Tyrese'],,How You Gonna Act Like That,1998,54.0,10.7,73.1,294400,40.5,0.0,6.02,-792.6999999999999,36,5.87,112.918,1990,294.4
Best Male R&B Vocal Performance,Step In The Name Of Love,['R. Kelly'],,Step In the Name of Love,2003,53.7,26.5,74.7,342800,58.1,0.0421,7.56,-990.0,42,3.47,92.983,2000,342.8
Best Rock Song,Seven Nation Army,['The White Stripes'],Seven Nation Army,Seven Nation Army,2003,32.1,0.8170000000000001,72.6,231733,46.3,44.7,25.5,-782.7999999999998,80,7.99,123.881,2000,231.733
Best Rock Performance By A Duo Or Group With Vocal,Seven Nation Army,['The White Stripes'],,Seven Nation Army,2003,32.1,0.8170000000000001,72.6,231733,46.3,44.7,25.5,-782.7999999999998,80,7.99,123.881,2000,231.733
Best Rock Song,Someday,['Nickelback'],,Someday,2003,59.7,0.0616,45.5,207467,85.8,0.0247,22.6,-565.9,70,3.91,163.118,2000,207.467
Best Urban/Alternative Performance,Milkshake,['Kelis'],,Milkshake,2008,82.6,0.933,88.7,182813,77.4,2.13,15.9,-610.8,55,4.34,113.0,2000,182.813
Best Urban/Alternative Performance,Danger,['Erykah Badu'],,Danger,2003,43.3,2.0,80.1,349000,53.7,0.00371,11.1,-1059.5,46,46.0,89.064,2000,349.0
Best R&B Song,Danger,['Erykah Badu'],,Danger,2003,43.3,2.0,80.1,349000,53.7,0.00371,11.1,-1059.5,46,46.0,89.064,2000,349.0
Best Female R&B Vocal Performance,I Wish I Wasn't,['Heather Headley'],,I Wish I Wasn't,2002,33.300000000000004,77.8,74.0,255467,43.4,0.0,12.8,-571.4000000000001,46,4.43,111.912,2000,255.467
Best Female Rap Solo Performance,Work It,['Missy Elliott'],,Work It,2002,58.4,7.779999999999999,88.4,263227,67.7,0.0,7.32,-560.3,70,28.3,101.868,2000,263.227
Best Female Rap Solo Performance,Work It,['Missy Elliott'],,Work It,2002,65.7,9.16,87.7,262467,65.6,0.0,7.049999999999999,-750.5,36,30.3,101.907,2000,262.467
Best Metal Performance,mOBSCENE,['Marilyn Manson'],,mOBSCENE,2003,48.8,0.0054899999999999,54.79999999999999,205720,95.4,0.0137,24.5,-400.8,51,8.06,130.086,2000,205.72
Best Metal Performance,Did My Time,['Korn'],,Did My Time,2003,27.4,0.0059,54.6,244493,86.4,0.2239999999999999,30.4,-389.3,50,4.75,93.022,2000,244.493
Best Metal Performance,Did My Time,['Korn'],,Did My Time,2003,25.0,0.00605,54.400000000000006,244493,87.4,0.2289999999999999,35.3,-389.1,54,4.75,93.027,2000,244.493
Best R&B Performance By A Duo Or Group With Vocals,Busted,"['JS', 'Ronald Isley', 'The Isley Brothers']",,Busted,2003,51.6,12.4,88.5,238067,30.4,0.0,12.3,-832.4,43,5.99,122.074,2000,238.067
Best Rock Instrumental Performance,Session,['Linkin Park'],,Session,2003,23.5,3.36,56.2,143800,93.6,72.7,53.7,-780.0,45,6.17,98.039,2000,143.8
Best Rock Instrumental Performance,Session,['Linkin Park'],,Session,2003,23.5,3.36,56.2,143800,93.6,72.7,53.7,-780.0,46,6.17,98.039,2000,143.8
Best Rap Performance By A Duo Or Group,Magic Stick,"[""Lil' Kim""]",,Magic Stick,2003,50.4,11.7,84.9,359973,49.9,0.00497,26.8,-787.2,56,27.1,92.982,2000,359.973
Best Rap Performance By A Duo Or Group,Magic Stick,"[""Lil' Kim""]",,Magic Stick,2003,56.99999999999999,12.6,86.2,334414,48.8,0.018,30.1,-791.4,47,27.500000000000004,92.965,2000,334.414
Best Rap/Sung Collaboration,Crazy In Love,['Eminem'],,Crazy In Love,2004,77.5,2.21,67.9,242307,73.2,0.0,12.7,-658.2999999999997,53,24.6,80.003,2000,242.307
Best R&B Song,Crazy In Love,['Eminem'],Crazy In Love,Crazy In Love,2004,77.5,2.21,67.9,242307,73.2,0.0,12.7,-658.2999999999997,53,24.6,80.003,2000,242.307
Best Female Country Vocal Performance,Forever And For Always,['Shania Twain'],,Forever And For Always,2002,52.900000000000006,23.200000000000003,46.9,283000,72.2,0.0,12.3,-480.6,50,3.26,85.984,2000,283.0
Best Female Country Vocal Performance,I'm Gone,['Dolly Parton'],,I'm Gone,2002,83.1,67.4,53.5,310707,67.2,0.00782,7.41,-703.6,51,3.2300000000000004,123.599,2000,310.707
Best R&B Performance By A Duo Or Group With Vocals,I'll Stay,"['The RH Factor', ""D'Angelo""]",,I'll Stay,2003,23.7,63.2,63.2,470547,27.6,29.3,15.7,-1369.6999999999998,49,5.94,129.69299999999998,2000,470.547
Best Traditional R&B Vocal Performance,Wonderful,"['Ja Rule', 'Ashanti', 'R. Kelly']",,Wonderful,2004,75.8,27.700000000000003,66.3,270507,77.7,0.0,4.66,-495.4,61,10.9,92.68,2000,270.507
Best Male Rap Solo Performance,In Da Club,['50 Cent'],,In Da Club,2003,80.5,26.0,90.2,193467,72.0,0.0,7.489999999999999,-277.6,71,34.7,90.059,2000,193.467
Best Male Rap Solo Performance,In Da Club,['50 Cent'],,In Da Club,2003,80.5,26.0,90.2,193467,72.0,0.0,7.489999999999999,-277.6,47,34.7,90.059,2000,193.467
Best Male Rap Solo Performance,In Da Club,['50 Cent'],,In Da Club,2003,84.7,32.5,90.6,193467,66.3,0.0,8.83,-395.5,46,35.5,90.042,2000,193.467
Best Rap Song,In Da Club,['50 Cent'],,In Da Club,2003,80.5,26.0,90.2,193467,72.0,0.0,7.489999999999999,-277.6,71,34.7,90.059,2000,193.467
Best Rap Song,In Da Club,['50 Cent'],,In Da Club,2003,80.5,26.0,90.2,193467,72.0,0.0,7.489999999999999,-277.6,47,34.7,90.059,2000,193.467
Best Rap Song,In Da Club,['50 Cent'],,In Da Club,2003,84.7,32.5,90.6,193467,66.3,0.0,8.83,-395.5,46,35.5,90.042,2000,193.467
Best Male Rap Solo Performance,Pump It Up,['Joe Budden'],,Pump It Up,2003,67.0,3.73,48.4,251373,84.7,0.0,11.8,-504.2,60,34.9,105.048,2000,251.373
Best Male Rap Solo Performance,Pump It Up,['Joe Budden'],,Pump It Up,2003,66.5,3.74,62.0,251453,85.6,0.0,11.6,-493.7000000000001,50,31.5,104.743,2000,251.453
Best Country Performance By A Duo Or Group With Vocal,Colors,['FLOW'],,COLORS,2003,38.6,3.53,45.8,218493,87.7,0.0,10.6,-422.9,61,5.029999999999999,136.034,2000,218.493
Best Country Performance By A Duo Or Group With Vocal,My Front Porch Looking In,['Lonestar'],,My Front Porch Looking In,1995,45.4,3.17,52.900000000000006,223573,81.1,0.0,31.1,-562.0,55,5.11,102.703,1990,223.573
Best Country Performance By A Duo Or Group With Vocal,My Front Porch Looking In,['Lonestar'],,My Front Porch Looking In,1995,46.3,3.81,55.2,223933,80.8,0.0,31.2,-556.9,35,4.44,102.87,1990,223.933
Best Rap Performance By A Duo Or Group,Dipset (Santana's Town),"['Cam’ron', 'Juelz Santana']",,Dipset (Santana's Town),2003,35.7,1.78,58.20000000000001,218800,73.9,0.0,30.6,-619.7,44,34.9,79.977,2000,218.8
Best Country Collaboration With Vocals,Beer For My Horses,"['Willie Nelson', 'Toby Keith']",,Beer For My Horses,2002,80.5,36.8,71.7,204000,85.0,0.0,4.95,-532.9,67,4.73,119.005,2000,204.0
Best Country Collaboration With Vocals,Beer For My Horses,"['Willie Nelson', 'Toby Keith']",,Beer For My Horses,2004,81.9,30.2,72.1,210827,84.3,0.0,5.19,-510.6,52,4.859999999999999,119.018,2000,210.827
Best Country Collaboration With Vocals,Beer For My Horses,"['Willie Nelson', 'Toby Keith']",,Beer For My Horses,2008,77.6,29.9,70.9,211347,88.0,0.0,4.99,-344.3,41,5.12,119.028,2000,211.347
Best Country Song,Beer For My Horses,"['Willie Nelson', 'Toby Keith']",,Beer For My Horses,2002,80.5,36.8,71.7,204000,85.0,0.0,4.95,-532.9,67,4.73,119.005,2000,204.0
Best Country Song,Beer For My Horses,"['Willie Nelson', 'Toby Keith']",,Beer For My Horses,2004,81.9,30.2,72.1,210827,84.3,0.0,5.19,-510.6,52,4.859999999999999,119.018,2000,210.827
Best Country Song,Beer For My Horses,"['Willie Nelson', 'Toby Keith']",,Beer For My Horses,2008,77.6,29.9,70.9,211347,88.0,0.0,4.99,-344.3,41,5.12,119.028,2000,211.347
Best R&B Song,Rock Wit U (Awww Baby),['Ashanti'],,Rock Wit U (Awww Baby),2003,84.9,40.8,71.0,209120,79.7,0.0,16.0,-300.6,65,5.82,94.998,2000,209.12
Best Country Song,Celebrity,['Brad Paisley'],,Celebrity,2003,79.5,37.8,64.2,223200,75.0,0.00133,13.900000000000002,-731.8,39,3.1300000000000003,123.813,2000,223.2
Best Country Song,Celebrity,['Brad Paisley'],,Celebrity,2010,78.7,37.9,64.3,223400,83.7,0.000876,18.0,-453.5,44,3.16,123.777,2010,223.4
Best Male Rap Solo Performance,Lose Yourself,['Eminem'],,Lose Yourself,2014,5.9,0.922,68.9,320627,73.5,0.072,36.5,-454.5,64,26.700000000000003,171.403,2010,320.627
Best Male Rap Solo Performance,Lose Yourself,['Eminem'],,Lose Yourself,2002,6.0,0.925,68.4,320293,73.5,0.0659,28.8,-459.6,44,27.3,171.38299999999995,2000,320.293
